Model,Accuracy mean %,Precision mean %,Recall mean %,F1 Score mean %,Features
Decision Tree,69.71264368,70.48778999,61.26373626,64.29402163,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak']"
Decision Tree,73.77011494,69.94593642,78.07692308,73.19323372,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'slope']"
Decision Tree,75.42528736,79.95864662,65.82417582,70.63344102,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'ca']"
Decision Tree,81.85057471,87.11487859,73.07692308,78.67013337,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'thal']"
Decision Tree,71.42528736,72.14213564,62.74725275,65.36861675,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak']"
Decision Tree,72.74712644,74.74622926,65.71428571,68.50258578,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'exang', 'slope']"
Decision Tree,76.12643678,75.80913204,72.58241758,73.35959328,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'exang', 'ca']"
Decision Tree,74.7816092,72.36936825,76.81318681,73.71663139,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'exang', 'thal']"
Decision Tree,73.43678161,74.79685592,66.37362637,67.89094604,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'oldpeak', 'slope']"
Decision Tree,77.18390805,85.22348485,63.79120879,71.23843055,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'oldpeak', 'ca']"
Decision Tree,74.11494253,70.92286029,78.2967033,73.55851294,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'oldpeak', 'thal']"
Decision Tree,74.11494253,80.47578728,65.16483516,68.78096733,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'slope', 'ca']"
Decision Tree,73.79310345,71.25961538,76.15384615,72.68638396,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'slope', 'thal']"
Decision Tree,83.90804598,87.52297702,76.92307692,81.28367928,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'ca', 'thal']"
Decision Tree,69.71264368,70.48778999,61.26373626,64.29402163,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak']"
Decision Tree,72.4137931,74.43437118,67.08791209,68.95774586,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'slope']"
Decision Tree,75.8045977,80.23692389,67.41758242,71.68049976,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'ca']"
Decision Tree,81.18390805,87.11487859,71.64835165,77.69622033,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'exang', 'thal']"
Decision Tree,71.72413793,72.80450187,64.89010989,67.07829506,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'oldpeak', 'slope']"
Decision Tree,74.7816092,81.68484212,63.07692308,68.89342772,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'oldpeak', 'ca']"
Decision Tree,80.85057471,84.89265636,73.07692308,77.86745779,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'oldpeak', 'thal']"
Decision Tree,78.45977011,80.71951659,73.79120879,75.68157728,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'slope', 'ca']"
Decision Tree,80.51724138,84.33710081,73.07692308,77.55817187,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'slope', 'thal']"
Decision Tree,82.89655172,86.95154845,75.43956044,80.04753307,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'thalach', 'ca', 'thal']"
Decision Tree,73.43678161,74.79685592,66.37362637,67.89094604,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'oldpeak', 'slope']"
Decision Tree,77.51724138,83.40854978,65.93406593,72.35033433,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'oldpeak', 'ca']"
Decision Tree,74.44827586,72.31438986,76.81318681,73.41367553,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'oldpeak', 'thal']"
Decision Tree,78.86206897,79.68533067,75.38461538,76.72156887,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'slope', 'ca']"
Decision Tree,75.45977011,73.82444564,76.0989011,73.82229255,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'slope', 'thal']"
Decision Tree,83.90804598,87.52297702,76.92307692,81.28367928,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'exang', 'ca', 'thal']"
Decision Tree,77.86206897,82.68797869,67.47252747,72.63907467,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'oldpeak', 'slope', 'ca']"
Decision Tree,73.12643678,70.6135224,76.86813187,72.58581299,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'oldpeak', 'slope', 'thal']"
Decision Tree,83.57471264,86.7957043,76.92307692,81.01701262,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'oldpeak', 'ca', 'thal']"
Decision Tree,82.87356322,84.89360639,77.63736264,80.403256,"['age', 'cp', 'trestbps', 'chol', 'fbs', 'slope', 'ca', 'thal']"
Decision Tree,69.71264368,70.48778999,61.26373626,64.29402163,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak']"
Decision Tree,71.37931034,73.34346209,65.54945055,67.58093427,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'slope']"
Decision Tree,75.8045977,80.10056026,67.41758242,71.7230285,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'ca']"
Decision Tree,81.18390805,87.11487859,71.64835165,77.69622033,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'exang', 'thal']"
Decision Tree,71.72413793,72.80450187,64.89010989,67.07829506,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'oldpeak', 'slope']"
Decision Tree,74.7816092,81.68484212,63.07692308,68.89342772,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'oldpeak', 'ca']"
Decision Tree,80.51724138,84.36884684,73.07692308,77.59652183,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'oldpeak', 'thal']"
Decision Tree,78.45977011,80.71951659,73.79120879,75.68157728,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'slope', 'ca']"
Decision Tree,80.51724138,84.33710081,73.07692308,77.55817187,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'slope', 'thal']"
Decision Tree,82.89655172,86.95154845,75.43956044,80.04753307,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'thalach', 'ca', 'thal']"
Decision Tree,73.43678161,74.79685592,66.37362637,67.89094604,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'exang', 'oldpeak', 'slope']"
Decision Tree,77.51724138,83.40854978,65.93406593,72.35033433,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'exang', 'oldpeak', 'ca']"
Decision Tree,74.44827586,72.31438986,76.81318681,73.41367553,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'exang', 'oldpeak', 'thal']"
Decision Tree,78.86206897,79.68533067,75.38461538,76.72156887,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'exang', 'slope', 'ca']"
Decision Tree,74.45977011,72.90941296,75.38461538,72.97551836,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'exang', 'slope', 'thal']"
Decision Tree,83.90804598,87.52297702,76.92307692,81.28367928,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'exang', 'ca', 'thal']"
Decision Tree,77.86206897,82.68797869,67.47252747,72.63907467,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'oldpeak', 'slope', 'ca']"
Decision Tree,74.12643678,71.46147562,77.58241758,73.40020693,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'oldpeak', 'slope', 'thal']"
Decision Tree,83.57471264,86.7957043,76.92307692,81.01701262,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'oldpeak', 'ca', 'thal']"
Decision Tree,82.87356322,84.89360639,77.63736264,80.403256,"['age', 'cp', 'trestbps', 'chol', 'restecg', 'slope', 'ca', 'thal']"
Decision Tree,71.72413793,72.80450187,64.89010989,67.07829506,"['age', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak', 'slope']"
Decision Tree,75.45977011,80.38614082,65.93406593,70.7214345,"['age', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak', 'ca']"
Decision Tree,80.18390805,84.89265636,71.64835165,76.89354474,"['age', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak', 'thal']"
Decision Tree,78.50574713,79.14539627,75.38461538,76.37283739,"['age', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'slope', 'ca']"
Decision Tree,79.85057471,84.33710081,71.64835165,76.58425883,"['age', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'slope', 'thal']"
Decision Tree,82.89655172,86.95154845,75.43956044,80.04753307,"['age', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'ca', 'thal']"
Decision Tree,75.45977011,79.4869983,66.75824176,70.33893037,"['age', 'cp', 'trestbps', 'chol', 'thalach', 'oldpeak', 'slope', 'ca']"
Decision Tree,79.18390805,81.69821192,73.07692308,76.52561123,"['age', 'cp', 'trestbps', 'chol', 'thalach', 'oldpeak', 'slope', 'thal']"
Decision Tree,82.56321839,86.22427572,75.43956044,79.7808664,"['age', 'cp', 'trestbps', 'chol', 'thalach', 'oldpeak', 'ca', 'thal']"
Decision Tree,82.89655172,86.32217782,76.15384615,80.19568122,"['age', 'cp', 'trestbps', 'chol', 'thalach', 'slope', 'ca', 'thal']"
Decision Tree,77.86206897,80.48343323,69.61538462,73.38268468,"['age', 'cp', 'trestbps', 'chol', 'exang', 'oldpeak', 'slope', 'ca']"
Decision Tree,74.45977011,72.70279961,76.81318681,73.46613925,"['age', 'cp', 'trestbps', 'chol', 'exang', 'oldpeak', 'slope', 'thal']"
Decision Tree,83.57471264,86.7957043,76.92307692,81.01701262,"['age', 'cp', 'trestbps', 'chol', 'exang', 'oldpeak', 'ca', 'thal']"
Decision Tree,82.87356322,84.89360639,77.63736264,80.403256,"['age', 'cp', 'trestbps', 'chol', 'exang', 'slope', 'ca', 'thal']"
Decision Tree,82.54022989,84.16633367,77.63736264,80.13658934,"['age', 'cp', 'trestbps', 'chol', 'oldpeak', 'slope', 'ca', 'thal']"
Decision Tree,70.3908046,72.48778999,60.54945055,64.26240107,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak']"
Decision Tree,71.37931034,73.34346209,65.54945055,67.58093427,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'slope']"
Decision Tree,75.8045977,80.10056026,67.41758242,71.7230285,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'ca']"
Decision Tree,81.54022989,88.76822524,70.93406593,77.92830306,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'exang', 'thal']"
Decision Tree,72.40229885,74.76554083,64.17582418,67.16628678,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope']"
Decision Tree,74.7816092,81.68484212,63.07692308,68.89342772,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'oldpeak', 'ca']"
Decision Tree,81.20689655,86.18702866,73.07692308,78.27834001,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'oldpeak', 'thal']"
Decision Tree,78.45977011,80.71951659,73.79120879,75.68157728,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'slope', 'ca']"
Decision Tree,80.87356322,85.91718739,72.36263736,77.77200976,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'slope', 'thal']"
Decision Tree,82.89655172,86.95154845,75.43956044,80.04753307,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'thalach', 'ca', 'thal']"
Decision Tree,74.11494253,76.69728882,65.65934066,67.98618413,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope']"
Decision Tree,77.18390805,82.83712121,65.93406593,72.05476783,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'oldpeak', 'ca']"
Decision Tree,74.79310345,75.62208217,74.61538462,72.88078812,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'oldpeak', 'thal']"
Decision Tree,78.86206897,79.68533067,75.38461538,76.72156887,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'slope', 'ca']"
Decision Tree,75.81609195,74.37308817,76.15384615,74.1614158,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'slope', 'thal']"
Decision Tree,83.90804598,87.52297702,76.92307692,81.28367928,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'exang', 'ca', 'thal']"
Decision Tree,77.86206897,82.68797869,67.47252747,72.63907467,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'slope', 'ca']"
Decision Tree,73.81609195,71.25512641,78.35164835,73.52520693,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'slope', 'thal']"
Decision Tree,83.57471264,86.7957043,76.92307692,81.01701262,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'oldpeak', 'ca', 'thal']"
Decision Tree,82.87356322,84.89360639,77.63736264,80.403256,"['age', 'cp', 'trestbps', 'fbs', 'restecg', 'slope', 'ca', 'thal']"
Decision Tree,72.40229885,74.76554083,64.17582418,67.16628678,"['age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope']"
Decision Tree,75.45977011,80.38614082,65.93406593,70.7214345,"['age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'oldpeak', 'ca']"
Decision Tree,80.87356322,86.71083818,71.64835165,77.57536293,"['age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'oldpeak', 'thal']"
Decision Tree,78.50574713,79.14539627,75.38461538,76.37283739,"['age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'slope', 'ca']"
Decision Tree,80.20689655,85.91718739,70.93406593,76.79809671,"['age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'slope', 'thal']"
Decision Tree,83.24137931,87.72077922,75.43956044,80.41676384,"['age', 'cp', 'trestbps', 'fbs', 'thalach', 'exang', 'ca', 'thal']"
Decision Tree,75.45977011,79.4869983,66.75824176,70.33893037,"['age', 'cp', 'trestbps', 'fbs', 'thalach', 'oldpeak', 'slope', 'ca']"
Decision Tree,79.87356322,83.51639374,73.07692308,77.20742941,"['age', 'cp', 'trestbps', 'fbs', 'thalach', 'oldpeak', 'slope', 'thal']"
Decision Tree,82.56321839,86.22427572,75.43956044,79.7808664,"['age', 'cp', 'trestbps', 'fbs', 'thalach', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.24137931,87.09140859,76.15384615,80.56491199,"['age', 'cp', 'trestbps', 'fbs', 'thalach', 'slope', 'ca', 'thal']"
Decision Tree,77.86206897,80.48343323,69.61538462,73.38268468,"['age', 'cp', 'trestbps', 'fbs', 'exang', 'oldpeak', 'slope', 'ca']"
Decision Tree,75.14942529,73.44696772,78.2967033,74.46047825,"['age', 'cp', 'trestbps', 'fbs', 'exang', 'oldpeak', 'slope', 'thal']"
Decision Tree,83.57471264,86.7957043,76.92307692,81.01701262,"['age', 'cp', 'trestbps', 'fbs', 'exang', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.2183908,85.66283716,77.63736264,80.77248677,"['age', 'cp', 'trestbps', 'fbs', 'exang', 'slope', 'ca', 'thal']"
Decision Tree,82.54022989,84.16633367,77.63736264,80.13658934,"['age', 'cp', 'trestbps', 'fbs', 'oldpeak', 'slope', 'ca', 'thal']"
Decision Tree,72.40229885,74.76554083,64.17582418,67.16628678,"['age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope']"
Decision Tree,75.45977011,80.38614082,65.93406593,70.7214345,"['age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca']"
Decision Tree,80.87356322,86.71083818,71.64835165,77.57536293,"['age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'oldpeak', 'thal']"
Decision Tree,78.83908046,79.48750153,75.38461538,76.60456644,"['age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'slope', 'ca']"
Decision Tree,80.20689655,85.91718739,70.93406593,76.79809671,"['age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'slope', 'thal']"
Decision Tree,82.89655172,86.95154845,75.43956044,80.04753307,"['age', 'cp', 'trestbps', 'restecg', 'thalach', 'exang', 'ca', 'thal']"
Decision Tree,75.45977011,79.4869983,66.75824176,70.33893037,"['age', 'cp', 'trestbps', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca']"
Decision Tree,79.87356322,83.51639374,73.07692308,77.20742941,"['age', 'cp', 'trestbps', 'restecg', 'thalach', 'oldpeak', 'slope', 'thal']"
Decision Tree,82.56321839,86.22427572,75.43956044,79.7808664,"['age', 'cp', 'trestbps', 'restecg', 'thalach', 'oldpeak', 'ca', 'thal']"
Decision Tree,82.89655172,86.32217782,76.15384615,80.19568122,"['age', 'cp', 'trestbps', 'restecg', 'thalach', 'slope', 'ca', 'thal']"
Decision Tree,77.86206897,80.48343323,69.61538462,73.38268468,"['age', 'cp', 'trestbps', 'restecg', 'exang', 'oldpeak', 'slope', 'ca']"
Decision Tree,76.14942529,74.31998359,78.2967033,75.04976396,"['age', 'cp', 'trestbps', 'restecg', 'exang', 'oldpeak', 'slope', 'thal']"
Decision Tree,83.57471264,86.7957043,76.92307692,81.01701262,"['age', 'cp', 'trestbps', 'restecg', 'exang', 'oldpeak', 'ca', 'thal']"
Decision Tree,82.87356322,84.89360639,77.63736264,80.403256,"['age', 'cp', 'trestbps', 'restecg', 'exang', 'slope', 'ca', 'thal']"
Decision Tree,82.54022989,84.16633367,77.63736264,80.13658934,"['age', 'cp', 'trestbps', 'restecg', 'oldpeak', 'slope', 'ca', 'thal']"
Decision Tree,76.13793103,78.03245284,69.61538462,72.04935135,"['age', 'cp', 'trestbps', 'thalach', 'exang', 'oldpeak', 'slope', 'ca']"
Decision Tree,79.20689655,83.51639374,71.64835165,76.23351637,"['age', 'cp', 'trestbps', 'thalach', 'exang', 'oldpeak', 'slope', 'thal']"
Decision Tree,82.56321839,86.22427572,75.43956044,79.7808664,"['age', 'cp', 'trestbps', 'thalach', 'exang', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.24137931,87.09140859,76.15384615,80.56491199,"['age', 'cp', 'trestbps', 'thalach', 'exang', 'slope', 'ca', 'thal']"
Decision Tree,82.56321839,85.59490509,76.15384615,79.92901455,"['age', 'cp', 'trestbps', 'thalach', 'oldpeak', 'slope', 'ca', 'thal']"
Decision Tree,82.54022989,84.16633367,77.63736264,80.13658934,"['age', 'cp', 'trestbps', 'exang', 'oldpeak', 'slope', 'ca', 'thal']"
Decision Tree,69.72413793,68.39035891,65.87912088,65.89498404,"['age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak']"
Decision Tree,70.40229885,71.02020202,66.37362637,67.04158856,"['age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'slope']"
Decision Tree,75.13793103,81.33327199,65.98901099,70.01206176,"['age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'ca']"
Decision Tree,80.85057471,86.47385294,71.64835165,77.41132004,"['age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'thal']"
Decision Tree,72.4137931,71.71485468,69.50549451,69.21703133,"['age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak', 'slope']"
Decision Tree,75.11494253,81.52866496,64.50549451,69.89030881,"['age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak', 'ca']"
Decision Tree,80.18390805,83.7278212,73.07692308,77.31162154,"['age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'oldpeak', 'thal']"
Decision Tree,79.12643678,80.95328283,75.21978022,76.60029649,"['age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'slope', 'ca']"
Decision Tree,80.51724138,84.33710081,73.07692308,77.55817187,"['age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'slope', 'thal']"
Decision Tree,83.22988506,86.503996,76.86813187,80.72901455,"['age', 'cp', 'chol', 'fbs', 'restecg', 'thalach', 'ca', 'thal']"
Decision Tree,74.12643678,74.05010268,69.45054945,69.59835344,"['age', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'slope']"
Decision Tree,77.85057471,82.84577922,68.07692308,73.50138437,"['age', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'ca']"
Decision Tree,75.12643678,72.96191554,76.81318681,73.89980274,"['age', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'oldpeak', 'thal']"
Decision Tree,78.86206897,81.85016583,73.95604396,75.76779555,"['age', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'slope', 'ca']"
Decision Tree,75.45977011,73.82444564,76.0989011,73.82229255,"['age', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'slope', 'thal']"
Decision Tree,84.90804598,87.84465534,79.06593407,82.70590151,"['age', 'cp', 'chol', 'fbs', 'restecg', 'exang', 'ca', 'thal']"
Decision Tree,78.52873563,83.18614719,68.9010989,73.8782838,"['age', 'cp', 'chol', 'fbs', 'restecg', 'oldpeak', 'slope', 'ca']"
Decision Tree,73.12643678,70.6135224,76.86813187,72.58581299,"['age', 'cp', 'chol', 'fbs', 'restecg', 'oldpeak', 'slope', 'thal']"
Decision Tree,84.24137931,86.59140859,79.06593407,82.13341193,"['age', 'cp', 'chol', 'fbs', 'restecg', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.54022989,85.18531469,79.06593407,81.35986976,"['age', 'cp', 'chol', 'fbs', 'restecg', 'slope', 'ca', 'thal']"
Decision Tree,72.06896552,71.16540413,69.50549451,68.93213104,"['age', 'cp', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'slope']"
Decision Tree,76.12643678,80.80139224,67.36263736,72.01388209,"['age', 'cp', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'ca']"
Decision Tree,79.85057471,84.25163072,71.64835165,76.60864446,"['age', 'cp', 'chol', 'fbs', 'thalach', 'exang', 'oldpeak', 'thal']"
Decision Tree,78.50574713,81.31023144,73.95604396,75.41906407,"['age', 'cp', 'chol', 'fbs', 'thalach', 'exang', 'slope', 'ca']"
Decision Tree,79.85057471,84.33710081,71.64835165,76.58425883,"['age', 'cp', 'chol', 'fbs', 'thalach', 'exang', 'slope', 'thal']"
Decision Tree,83.22988506,86.503996,76.86813187,80.72901455,"['age', 'cp', 'chol', 'fbs', 'thalach', 'exang', 'ca', 'thal']"
Decision Tree,76.12643678,79.98516679,68.18681319,71.5781395,"['age', 'cp', 'chol', 'fbs', 'thalach', 'oldpeak', 'slope', 'ca']"
Decision Tree,79.18390805,81.69821192,73.07692308,76.52561123,"['age', 'cp', 'chol', 'fbs', 'thalach', 'oldpeak', 'slope', 'thal']"
Decision Tree,82.56321839,85.32217782,76.86813187,80.17622941,"['age', 'cp', 'chol', 'fbs', 'thalach', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.56321839,86.61388611,77.58241758,81.15229498,"['age', 'cp', 'chol', 'fbs', 'thalach', 'slope', 'ca', 'thal']"
Decision Tree,78.52873563,80.98160173,71.04395604,74.62189381,"['age', 'cp', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'ca']"
Decision Tree,75.45977011,73.55075282,77.52747253,74.28053319,"['age', 'cp', 'chol', 'fbs', 'exang', 'oldpeak', 'slope', 'thal']"
Decision Tree,84.24137931,86.59140859,79.06593407,82.13341193,"['age', 'cp', 'chol', 'fbs', 'exang', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.54022989,85.18531469,79.06593407,81.35986976,"['age', 'cp', 'chol', 'fbs', 'exang', 'slope', 'ca', 'thal']"
Decision Tree,82.87356322,83.93206793,79.06593407,80.78738018,"['age', 'cp', 'chol', 'fbs', 'oldpeak', 'slope', 'ca', 'thal']"
Decision Tree,72.06896552,71.16540413,69.50549451,68.93213104,"['age', 'cp', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope']"
Decision Tree,75.79310345,80.22996366,67.36263736,71.71831559,"['age', 'cp', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'ca']"
Decision Tree,79.85057471,84.25163072,71.64835165,76.60864446,"['age', 'cp', 'chol', 'restecg', 'thalach', 'exang', 'oldpeak', 'thal']"
Decision Tree,78.83908046,81.6523367,73.95604396,75.65079312,"['age', 'cp', 'chol', 'restecg', 'thalach', 'exang', 'slope', 'ca']"
Decision Tree,79.85057471,84.33710081,71.64835165,76.58425883,"['age', 'cp', 'chol', 'restecg', 'thalach', 'exang', 'slope', 'thal']"
Decision Tree,83.22988506,86.503996,76.86813187,80.72901455,"['age', 'cp', 'chol', 'restecg', 'thalach', 'exang', 'ca', 'thal']"
Decision Tree,76.12643678,79.98516679,68.18681319,71.5781395,"['age', 'cp', 'chol', 'restecg', 'thalach', 'oldpeak', 'slope', 'ca']"
Decision Tree,79.18390805,81.69821192,73.07692308,76.52561123,"['age', 'cp', 'chol', 'restecg', 'thalach', 'oldpeak', 'slope', 'thal']"
Decision Tree,82.56321839,85.32217782,76.86813187,80.17622941,"['age', 'cp', 'chol', 'restecg', 'thalach', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.56321839,86.61388611,77.58241758,81.15229498,"['age', 'cp', 'chol', 'restecg', 'thalach', 'slope', 'ca', 'thal']"
Decision Tree,78.86206897,81.5530303,71.04395604,74.91746032,"['age', 'cp', 'chol', 'restecg', 'exang', 'oldpeak', 'slope', 'ca']"
Decision Tree,75.45977011,73.55075282,77.52747253,74.28053319,"['age', 'cp', 'chol', 'restecg', 'exang', 'oldpeak', 'slope', 'thal']"
Decision Tree,84.24137931,86.59140859,79.06593407,82.13341193,"['age', 'cp', 'chol', 'restecg', 'exang', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.54022989,85.18531469,79.06593407,81.35986976,"['age', 'cp', 'chol', 'restecg', 'exang', 'slope', 'ca', 'thal']"
Decision Tree,82.87356322,83.93206793,79.06593407,80.78738018,"['age', 'cp', 'chol', 'restecg', 'oldpeak', 'slope', 'ca', 'thal']"
Decision Tree,76.8045977,78.53062134,71.04395604,73.28856048,"['age', 'cp', 'chol', 'thalach', 'exang', 'oldpeak', 'slope', 'ca']"
Decision Tree,78.85057471,82.11487859,71.64835165,75.78158324,"['age', 'cp', 'chol', 'thalach', 'exang', 'oldpeak', 'slope', 'thal']"
Decision Tree,82.56321839,85.32217782,76.86813187,80.17622941,"['age', 'cp', 'chol', 'thalach', 'exang', 'oldpeak', 'ca', 'thal']"
Decision Tree,83.56321839,86.61388611,77.58241758,81.15229498,"['age', 'cp', 'chol', 'thalach', 'exang', 'slope', 'ca', 'thal']"
Decision Tree,82.89655172,85.43206793,77.58241758,80.59950983,"['age', 'cp', 'chol', 'thalach', 'oldpeak', 'slope', 'ca', 'thal']"
Decision Tree,82.87356322,83.93206793,79.06593407,80.78738018,"['age', 'cp', 'chol', 'exang', 'oldpeak', 'slope', 'ca', 'thal']"
